  6.31000000E+00 -6.42178245-120  1.99057443E-02
  6.41000000E+00 -1.12868650-123  1.87829899E-02
  6.51000000E+00 -1.73123459-127  1.77235473E-02
  6.61000000E+00 -2.31741257-131  1.67239044E-02
  6.71000000E+00 -2.70717070-135  1.57807319E-02
  6.81000000E+00 -2.75989633-139  1.48908754E-02
  6.91000000E+00 -2.45547063-143  1.40513486E-02
  7.01000000E+00 -1.90652088-147  1.32593252E-02
  7.11000000E+00 -1.29185340-151  1.25121321E-02
  7.21000000E+00 -7.63923285-156  1.18072417E-02
  7.31000000E+00 -3.94231306-160  1.11422652E-02
  7.41000000E+00 -1.77548626-164  1.05149452E-02
  7.51000000E+00 -6.97827963-169  9.92314987E-03
  7.61000000E+00 -2.39355972-173  9.36486570E-03
  7.71000000E+00 -7.16481554-178  8.83819183E-03
  7.81000000E+00 -1.87167572-182  8.34133397E-03
  7.91000000E+00 -4.26698430-187  7.87259870E-03
  8.01000000E+00 -8.48938696-192  7.43038806E-03
  8.11000000E+00 -1.47399653-196  7.01319441E-03
  8.21000000E+00 -2.23347677-201  6.61959544E-03
  8.31000000E+00 -2.95346115-206  6.24824949E-03
  8.41000000E+00 -3.40836372-211  5.89789111E-03
  8.51000000E+00 -3.43261780-216  5.56732681E-03
  8.61000000E+00 -3.01696182-221  5.25543101E-03
  8.71000000E+00 -2.31408349-226  4.96114227E-03
  8.81000000E+00 -1.54900592-231  4.68345966E-03
  8.91000000E+00 -9.04882066-237  4.42143936E-03
  9.01000000E+00 -4.61313038-242  4.17419141E-03
  9.11000000E+00 -2.05241096-247  3.94087664E-03
  9.21000000E+00 -7.96888878-253  3.72070383E-03
  9.31000000E+00 -2.70020075-258  3.51292693E-03
  9.41000000E+00 -7.98471073-264  3.31684251E-03
  9.51000000E+00 -2.06056903-269  3.13178731E-03
  9.61000000E+00 -4.64066260-275  2.95713597E-03
  9.71000000E+00 -9.12089943-281  2.79229883E-03
  9.81000000E+00 -1.56444459-286  2.63671989E-03
  9.91000000E+00 -2.34178787-292  2.48987492E-03
  1.00100000E+01 -3.05914290-298  2.35126956E-03
  1.01100000E+01 -3.48752093-304  2.22043771E-03
  1.02100000E+01 -0.00000000E+00  2.09693980E-03
  1.03100000E+01 -0.00000000E+00  1.98036136E-03
  1.04100000E+01 -0.00000000E+00  1.87031152E-03
  1.05100000E+01 -0.00000000E+00  1.76642169E-03
  1.06100000E+01 -0.00000000E+00  1.66834425E-03
  1.07100000E+01 -0.00000000E+00  1.57575138E-03
  1.08100000E+01 -0.00000000E+00  1.48833390E-03
  1.09100000E+01 -0.00000000E+00  1.40580023E-03
  1.10100000E+01 -0.00000000E+00  1.32787532E-03
  1.11100000E+01 -0.00000000E+00  1.25429979E-03
  1.12100000E+01 -0.00000000E+00  1.18482895E-03
  1.13100000E+01 -0.00000000E+00  1.11923202E-03
  1.14100000E+01 -0.00000000E+00  1.05729130E-03
  1.15100000E+01 -0.00000000E+00  9.98801421E-04
  1.16100000E+01 -0.00000000E+00  9.43568657E-04
  1.17100000E+01 -0.00000000E+00  8.91410250E-04
  1.18100000E+01 -0.00000000E+00  8.42153785E-04
  1.19100000E+01 -0.00000000E+00  7.95636597E-04
  1.20100000E+01 -0.00000000E+00  7.51705218E-04
  1.21100000E+01 -0.00000000E+00  7.10214848E-04
  1.22100000E+01 -0.00000000E+00  6.71028866E-04
  1.23100000E+01 -0.00000000E+00  6.34018359E-04
  1.24100000E+01 -0.00000000E+00  5.99061686E-04
  1.25100000E+01 -0.00000000E+00  5.66044065E-04
  1.26100000E+01 -0.00000000E+00  5.34857178E-04
  1.27100000E+01 -0.00000000E+00  5.05398808E-04
  1.28100000E+01 -0.00000000E+00  4.77572492E-04
  1.29100000E+01 -0.00000000E+00  4.51287191E-04
  1.30100000E+01 -0.00000000E+00  4.26456987E-04
  1.31100000E+01 -0.00000000E+00  4.03000786E-04
  1.32100000E+01 -0.00000000E+00  3.80842053E-04
  1.33100000E+01 -0.00000000E+00  3.59908544E-04
  1.34100000E+01 -0.00000000E+00  3.40132073E-04
  1.35100000E+01 -0.00000000E+00  3.21448275E-04
  1.36100000E+01 -0.00000000E+00  3.03796391E-04
  1.37100000E+01 -0.00000000E+00  2.87119067E-04
  1.38100000E+01 -0.00000000E+00  2.71362162E-04
  1.39100000E+01 -0.00000000E+00  2.56474562E-04
  1.40100000E+01 -0.00000000E+00  2.42408012E-04
  1.41100000E+01 -0.00000000E+00  2.29116956E-04
  1.42100000E+01 -0.00000000E+00  2.16558383E-04
  1.43100000E+01 -0.00000000E+00  2.04691685E-04
  1.44100000E+01 -0.00000000E+00  1.93478519E-04
  1.45100000E+01 -0.00000000E+00  1.82882683E-04
  1.46100000E+01 -0.00000000E+00  1.72869994E-04
  1.47100000E+01 -0.00000000E+00  1.63408174E-04
  1.48100000E+01 -0.00000000E+00  1.54466744E-04
  1.49100000E+01 -0.00000000E+00  1.46016922E-04
  1.50100000E+01 -0.00000000E+00  1.38031528E-04
  1.51100000E+01 -0.00000000E+00  1.30484895E-04
  1.52100000E+01 -0.00000000E+00  1.23352784E-04
  1.53100000E+01 -0.00000000E+00  1.16612303E-04
  1.54100000E+01 -0.00000000E+00  1.10241832E-04
  1.55100000E+01 -0.00000000E+00  1.04220952E-04
  1.56100000E+01 -0.00000000E+00  9.85303786E-05
  1.57100000E+01 -0.00000000E+00  9.31518964E-05
  1.58100000E+01 -0.00000000E+00  8.80683013E-05
  1.59100000E+01 -0.00000000E+00  8.32633432E-05
  1.60100000E+01 -0.00000000E+00  7.87216726E-05
  1.61100000E+01 -0.00000000E+00  7.44287906E-05
  1.62100000E+01 -0.00000000E+00  7.03710014E-05
  1.63100000E+01 -0.00000000E+00  6.65353674E-05
  1.64100000E+01 -0.00000000E+00  6.29096670E-05
  1.65100000E+01 -0.00000000E+00  5.94823549E-05
  1.66100000E+01 -0.00000000E+00  5.62425241E-05
  1.67100000E+01 -0.00000000E+00  5.31798706E-05
  1.68100000E+01 -0.00000000E+00  5.02846598E-05
  1.69100000E+01 -0.00000000E+00  4.75476949E-05
  1.70100000E+01 -0.00000000E+00  4.49602869E-05
  1.71100000E+01 -0.00000000E+00  4.25142263E-05
  1.72100000E+01 -0.00000000E+00  4.02017568E-05
  1.73100000E+01 -0.00000000E+00  3.80155498E-05
  1.74100000E+01 -0.00000000E+00  3.59486808E-05
  1.75100000E+01 -0.00000000E+00  3.39946071E-05
  1.76100000E+01 -0.00000000E+00  3.21471464E-05
  1.77100000E+01 -0.00000000E+00  3.04004570E-05
  1.78100000E+01 -0.00000000E+00  2.87490189E-05
  1.79100000E+01 -0.00000000E+00  2.71876158E-05
  1.80100000E+01 -0.00000000E+00  2.57113185E-05
  1.81100000E+01 -0.00000000E+00  2.43154692E-05
  1.82100000E+01 -0.00000000E+00  2.29956658E-05
  1.83100000E+01 -0.00000000E+00  2.17477487E-05
  1.84100000E+01 -0.00000000E+00  2.05677864E-05
  1.85100000E+01 -0.00000000E+00  1.94520638E-05
  1.86100000E+01 -0.00000000E+00  1.83970696E-05
  1.87100000E+01 -0.00000000E+00  1.73994855E-05
  1.88100000E+01 -0.00000000E+00  1.64561750E-05
  1.89100000E+01 -0.00000000E+00  1.55641740E-05
  1.90100000E+01 -0.00000000E+00  1.47206809E-05
  1.91100000E+01 -0.00000000E+00  1.39230478E-05
  1.92100000E+01 -0.00000000E+00  1.31687719E-05
  1.93100000E+01 -0.00000000E+00  1.24554875E-05
  1.94100000E+01 -0.00000000E+00  1.17809586E-05
  1.95100000E+01 -0.00000000E+00  1.11430718E-05
  1.96100000E+01 -0.00000000E+00  1.05398291E-05
  1.97100000E+01 -0.00000000E+00  9.96934233E-06
  1.98100000E+01 -0.00000000E+00  9.42982626E-06
  1.99100000E+01 -0.00000000E+00  8.91959353E-06
  2.00100000E+01 -0.00000000E+00  8.43704903E-06
  2.01100000E+01 -0.00000000E+00  7.98068490E-06
  2.02100000E+01 -0.00000000E+00  7.54907568E-06
  2.03100000E+01 -0.00000000E+00  7.14087385E-06
  2.04100000E+01 -0.00000000E+00  6.75480551E-06
  2.05100000E+01 -0.00000000E+00  6.38966633E-06
  2.06100000E+01 -0.00000000E+00  6.04431777E-06
  2.07100000E+01 -0.00000000E+00  5.71768346E-06
  2.08100000E+01 -0.00000000E+00  5.40874574E-06
  2.09100000E+01 -0.00000000E+00  5.11654253E-06
  2.10100000E+01 -0.00000000E+00  4.84016422E-06
  2.11100000E+01 -0.00000000E+00  4.57875079E-06
  2.12100000E+01 -0.00000000E+00  4.33148914E-06
  2.13100000E+01 -0.00000000E+00  4.09761049E-06
  2.14100000E+01 -0.00000000E+00  3.87638796E-06
  2.15100000E+01 -0.00000000E+00  3.66713427E-06
  2.16100000E+01 -0.00000000E+00  3.46919957E-06
  2.17100000E+01 -0.00000000E+00  3.28196942E-06
  2.18100000E+01 -0.00000000E+00  3.10486282E-06
  2.19100000E+01 -0.00000000E+00  2.93733039E-06
  2.20100000E+01 -0.00000000E+00  2.77885267E-06
  2.21100000E+01 -0.00000000E+00  2.62893843E-06
  2.22100000E+01 -0.00000000E+00  2.48712317E-06
  2.23100000E+01 -0.00000000E+00  2.35296767E-06
  2.24100000E+01 -0.00000000E+00  2.22605655E-06
  2.25100000E+01 -0.00000000E+00  2.10599703E-06
  2.26100000E+01 -0.00000000E+00  1.99241766E-06
  2.27100000E+01 -0.00000000E+00  1.88496718E-06
  2.28100000E+01 -0.00000000E+00  1.78331339E-06
  2.29100000E+01 -0.00000000E+00  1.68714213E-06
  2.30100000E+01 -0.00000000E+00  1.59615629E-06
  2.31100000E+01 -0.00000000E+00  1.51007489E-06
  2.32100000E+01 -0.00000000E+00  1.42863218E-06
  2.33100000E+01 -0.00000000E+00  1.35157682E-06
  2.34100000E+01 -0.00000000E+00  1.27867111E-06
  2.35100000E+01 -0.00000000E+00  1.20969021E-06
  2.36100000E+01 -0.00000000E+00  1.14442147E-06
  2.37100000E+01 -0.00000000E+00  1.08266377E-06
  2.38100000E+01 -0.00000000E+00  1.02422685E-06
  2.39100000E+01 -0.00000000E+00  9.68930756E-07
  2.40100000E+01 -0.00000000E+00  9.16605281E-07
  2.41100000E+01 -0.00000000E+00  8.67089405E-07
  2.42100000E+01 -0.00000000E+00  8.20230816E-07
  2.43100000E+01 -0.00000000E+00  7.75885427E-07
  2.44100000E+01 -0.00000000E+00  7.33916932E-07
  2.45100000E+01 -0.00000000E+00  6.94196379E-07
  2.46100000E+01 -0.00000000E+00  6.56601768E-07
  2.47100000E+01 -0.00000000E+00  6.21017678E-07
  2.48100000E+01 -0.00000000E+00  5.87334899E-07
  2.49100000E+01 -0.00000000E+00  5.55450103E-07
  2.50100000E+01 -0.00000000E+00  5.25265516E-07
  2.51100000E+01 -0.00000000E+00  4.96688616E-07
  2.52100000E+01 -0.00000000E+00  4.69631848E-07
  2.53100000E+01 -0.00000000E+00  4.44012353E-07
  2.54100000E+01 -0.00000000E+00  4.19751709E-07
  2.55100000E+01 -0.00000000E+00  3.96775688E-07
  2.56100000E+01 -0.00000000E+00  3.75014030E-07
  2.57100000E+01 -0.00000000E+00  3.54400222E-07
  2.58100000E+01 -0.00000000E+00  3.34871292E-07
  2.59100000E+01 -0.00000000E+00  3.16367619E-07
  2.60100000E+01 -0.00000000E+00  2.98832744E-07
  2.61100000E+01 -0.00000000E+00  2.82213198E-07
  2.62100000E+01 -0.00000000E+00  2.66458336E-07
  2.63100000E+01 -0.00000000E+00  2.51520182E-07
  2.64100000E+01 -0.00000000E+00  2.37353282E-07
  2.65100000E+01 -0.00000000E+00  2.23914562E-07
  2.66100000E+01 -0.00000000E+00  2.11163195E-07
  2.67100000E+01 -0.00000000E+00  1.99060479E-07
  2.68100000E+01 -0.00000000E+00  1.87569715E-07
  2.69100000E+01 -0.00000000E+00  1.76656094E-07
  2.70100000E+01 -0.00000000E+00  1.66286595E-07
  2.71100000E+01 -0.00000000E+00  1.56429877E-07
  2.72100000E+01 -0.00000000E+00  1.47056189E-07
  2.73100000E+01 -0.00000000E+00  1.38137274E-07
  2.74100000E+01 -0.00000000E+00  1.29646289E-07
  2.75100000E+01 -0.00000000E+00  1.21557716E-07
  2.76100000E+01 -0.00000000E+00  1.13847289E-07
  2.77100000E+01 -0.00000000E+00  1.06491920E-07
  2.78100000E+01 -0.00000000E+00  9.94696261E-08
  2.79100000E+01 -0.00000000E+00  9.27594652E-08
  2.80100000E+01 -0.00000000E+00  8.63414720E-08
  2.81100000E+01 -0.00000000E+00  8.01965977E-08
  2.82100000E+01 -0.00000000E+00  7.43066523E-08
  2.83100000E+01 -0.00000000E+00  6.86542502E-08
  2.84100000E+01 -0.00000000E+00  6.32227576E-08
  2.85100000E+01 -0.00000000E+00  5.79962432E-08
  2.86100000E+01 -0.00000000E+00  5.29594302E-08
  2.87100000E+01 -0.00000000E+00  4.80976510E-08
  2.88100000E+01 -0.00000000E+00  4.33968037E-08
  2.89100000E+01 -0.00000000E+00  3.88433101E-08
  2.90100000E+01 -0.00000000E+00  3.44240759E-08
  2.91100000E+01 -0.00000000E+00  3.01264521E-08
  2.92100000E+01 -0.00000000E+00  2.59381981E-08
  2.93100000E+01 -0.00000000E+00  2.18474458E-08
  2.94100000E+01 -0.00000000E+00  1.78426654E-08
  2.95100000E+01 -0.00000000E+00  1.39126319E-08
  2.96100000E+01 -0.00000000E+00  1.00463928E-08
  2.97100000E+01 -0.00000000E+00  6.23323704E-09
  2.98100000E+01 -0.00000000E+00  2.46266418E-09
  2.99100000E+01 -0.00000000E+00 -1.27564513E-09
