  1.00000000E-02  1.85000000E-02  3.88500000E-01
  1.10000000E-01  1.67303725E-02  3.86072846E-01
  2.10000000E-01  1.23739186E-02  3.79943548E-01
  3.10000000E-01  7.48473901E-03  3.72193557E-01
  4.10000000E-01  3.70265998E-03  3.64492295E-01
  5.10000000E-01  1.49802398E-03  3.57350188E-01
  6.10000000E-01  4.95668660E-04  3.50442238E-01
  7.10000000E-01  1.34131851E-04  3.43266515E-01
  8.10000000E-01  2.96852111E-05  3.35507300E-01
  9.10000000E-01  5.37299115E-06  3.27063075E-01
  1.01000000E+00  7.95352908E-07  3.17955108E-01
  1.11000000E+00  9.62878265E-08  3.08254111E-01
  1.21000000E+00  9.53346237E-09  2.98046849E-01
  1.31000000E+00  7.71965147E-10  2.87424762E-01
  1.41000000E+00  5.11225481E-11  2.76480136E-01
  1.51000000E+00  2.76882211E-12  2.65304143E-01
  1.61000000E+00  1.22643738E-13  2.53985289E-01
  1.71000000E+00  4.44286858E-15  2.42608004E-01
  1.81000000E+00  1.31628314E-16  2.31251405E-01
  1.91000000E+00  3.18935550E-18  2.19988256E-01
  2.01000000E+00  6.32010520E-20  2.08884156E-01
  2.11000000E+00  1.02426763E-21  1.97996987E-01
  2.21000000E+00  1.35759537E-23  1.87376610E-01
  2.31000000E+00  1.47161774E-25  1.77064808E-01
  2.41000000E+00  1.30463024E-27  1.67095460E-01
  2.51000000E+00  9.45905243E-30  1.57494895E-01
  2.61000000E+00  5.60887274E-32  1.48282406E-01
  2.71000000E+00  2.72001503E-34  1.39470866E-01
  2.81000000E+00  1.07878471E-36  1.31067419E-01
  2.91000000E+00  3.49917792E-39  1.23074203E-01
  3.01000000E+00  9.28250156E-42  1.15489071E-01
  3.11000000E+00  2.01387170E-44  1.08306294E-01
  3.21000000E+00  3.57327409E-47  1.01517213E-01
  3.31000000E+00  5.18523715E-50  9.51108437E-02
  3.41000000E+00  6.15373346E-53  8.90744108E-02
  3.51000000E+00  5.97277976E-56  8.33938246E-02
  3.61000000E+00  4.74113240E-59  7.80540867E-02
  3.71000000E+00  3.07790655E-62  7.30396357E-02
  3.81000000E+00  1.63416738E-65  6.83346352E-02
  3.91000000E+00  7.09586606E-69  6.39232091E-02
  4.01000000E+00  2.51989267E-72  5.97896311E-02
  4.11000000E+00  7.31857354E-76  5.59184738E-02
  4.21000000E+00  1.73835552E-79  5.22947233E-02
  4.31000000E+00  3.37690252E-83  4.89038643E-02
  4.41000000E+00  5.36495656E-87  4.57319411E-02
  4.51000000E+00  6.97078453E-91  4.27655986E-02
  4.61000000E+00  7.40738419E-95  3.99921064E-02
  4.71000000E+00  6.43747929E-99  3.73993703E-02
  4.81000000E+00  4.57545810-103  3.49759331E-02
  4.91000000E+00  2.65962914-107  3.27109673E-02
  5.01000000E+00  1.26437339-111  3.05942619E-02
  5.11000000E+00  4.91583585-116  2.86162040E-02
  5.21000000E+00  1.56310143-120  2.67677578E-02
  5.31000000E+00  4.06485177-125  2.50404406E-02
  5.41000000E+00  8.64510014-130  2.34262978E-02
  5.51000000E+00  1.50370660-134  2.19178772E-02
  5.61000000E+00  2.13906483-139  2.05082023E-02
  5.71000000E+00  2.48858541-144  1.91907469E-02
  5.81000000E+00  2.36782126-149  1.79594092E-02
  5.91000000E+00  1.84252354-154  1.68084868E-02
  6.01000000E+00  1.17258663-159  1.57326528E-02
  6.11000000E+00  6.10301719-165  1.47269325E-02
  6.21000000E+00  2.59783768-170  1.37866818E-02
  6.31000000E+00  9.04372175-176  1.29075655E-02
  6.41000000E+00  2.57483934-181  1.20855377E-02
  6.51000000E+00  5.99543698-187  1.13168232E-02
  6.61000000E+00  1.14171922-192  1.05978991E-02
  6.71000000E+00  1.77813833-198  9.92547877E-03
  6.81000000E+00  2.26485050-204  9.29649575E-03
  6.91000000E+00  2.35928984-210  8.70808907E-03
  7.01000000E+00  2.00997576-216  8.15758947E-03
  7.11000000E+00  1.40045160-222  7.64250653E-03
  7.21000000E+00  7.98018851-229  7.16051653E-03
  7.31000000E+00  3.71899813-235  6.70945120E-03
  7.41000000E+00  1.41744603-241  6.28728721E-03
  7.51000000E+00  4.41829662-248  5.89213630E-03
  7.61000000E+00  1.12634378-254  5.52223616E-03
  7.71000000E+00  2.34830676-261  5.17594183E-03
  7.81000000E+00  4.00411418-268  4.85171781E-03
  7.91000000E+00  5.58374839-275  4.54813058E-03
  8.01000000E+00  6.36814568-282  4.26384172E-03
  8.11000000E+00  5.93974640-289  3.99760146E-03
  8.21000000E+00  4.53096366-296  3.74824268E-03
  8.31000000E+00  2.82670845-303  3.51467534E-03
  8.41000000E+00  0.00000000E+00  3.29588124E-03
  8.51000000E+00  0.00000000E+00  3.09090924E-03
  8.61000000E+00  0.00000000E+00  2.89887069E-03
  8.71000000E+00  0.00000000E+00  2.71893525E-03
  8.81000000E+00  0.00000000E+00  2.55032698E-03
  8.91000000E+00  0.00000000E+00  2.39232070E-03
  9.01000000E+00  0.00000000E+00  2.24423859E-03
  9.11000000E+00  0.00000000E+00  2.10544700E-03
  9.21000000E+00  0.00000000E+00  1.97535356E-03
  9.31000000E+00  0.00000000E+00  1.85340438E-03
  9.41000000E+00  0.00000000E+00  1.73908152E-03
  9.51000000E+00  0.00000000E+00  1.63190062E-03
  9.61000000E+00  0.00000000E+00  1.53140862E-03
  9.71000000E+00  0.00000000E+00  1.43718176E-03
  9.81000000E+00  0.00000000E+00  1.34882361E-03
  9.91000000E+00  0.00000000E+00  1.26596324E-03
  1.00100000E+01  0.00000000E+00  1.18825363E-03
  1.01100000E+01  0.00000000E+00  1.11537001E-03
  1.02100000E+01  0.00000000E+00  1.04700844E-03
  1.03100000E+01  0.00000000E+00  9.82884469E-04
  1.04100000E+01  0.00000000E+00  9.22731812E-04
  1.05100000E+01  0.00000000E+00  8.66301206E-04
  1.06100000E+01  0.00000000E+00  8.13359282E-04
  1.07100000E+01  0.00000000E+00  7.63687538E-04
  1.08100000E+01  0.00000000E+00  7.17081371E-04
  1.09100000E+01  0.00000000E+00  6.73349181E-04
