  1.00000000E-02  4.50000000E-02  9.45000000E-01
  9.00000000E-02  2.58586681E-02  9.13968863E-01
  1.70000000E-01  4.90667247E-03  8.62883429E-01
  2.50000000E-01  3.07436384E-04  8.13652563E-01
  3.30000000E-01  6.36078528E-06  7.58818875E-01
  4.10000000E-01  4.34563739E-08  6.99037316E-01
  4.90000000E-01  9.80355324E-11  6.37981019E-01
  5.70000000E-01  7.30299186E-14  5.78550501E-01
  6.50000000E-01  1.79640973E-17  5.22589244E-01
  7.30000000E-01  1.45914100E-21  4.71068681E-01
  8.10000000E-01  3.91359966E-26  4.24338661E-01
  8.90000000E-01  3.46611376E-31  3.82353865E-01
  9.70000000E-01  1.01366980E-36  3.44845092E-01
  1.05000000E+00  9.78898080E-43  3.11434993E-01
  1.13000000E+00  3.12151715E-49  2.81709870E-01
  1.21000000E+00  3.28686034E-56  2.55260826E-01
  1.29000000E+00  1.14283638E-63  2.31705185E-01
  1.37000000E+00  1.31212176E-71  2.10695960E-01
  1.45000000E+00  4.97452361E-80  1.91924468E-01
  1.53000000E+00  6.22753437E-89  1.75119261E-01
  1.61000000E+00  2.57435270E-98  1.60043266E-01
  1.69000000E+00  3.51404436-108  1.46490194E-01
  1.77000000E+00  1.58392170-118  1.34280849E-01
  1.85000000E+00  2.35747696-129  1.23259604E-01
  1.93000000E+00  1.15863991-140  1.13291205E-01
  2.01000000E+00  1.88034173-152  1.04257946E-01
  2.09000000E+00  1.00765616-164  9.60572049E-02
  2.17000000E+00  1.78309805-177  8.85993235E-02
  2.25000000E+00  1.04189837-190  8.18057930E-02
  2.33000000E+00  2.01030880-204  7.56077028E-02
  2.41000000E+00  1.28081813-218  6.99444209E-02
  2.49000000E+00  2.69463182-233  6.47624693E-02
  2.57000000E+00  1.87196912-248  6.00145663E-02
  2.65000000E+00  4.29422904-264  5.56588094E-02
  2.73000000E+00  3.25281232-280  5.16579770E-02
  2.81000000E+00  8.13617135-297  4.79789312E-02
  2.89000000E+00  0.00000000E+00  4.45921057E-02
  2.97000000E+00  0.00000000E+00  4.14710646E-02
  3.05000000E+00  0.00000000E+00  3.85921235E-02
  3.13000000E+00  0.00000000E+00  3.59340213E-02
  3.21000000E+00  0.00000000E+00  3.34776365E-02
  3.29000000E+00  0.00000000E+00  3.12057409E-02
  3.37000000E+00  0.00000000E+00  2.91027851E-02
  3.45000000E+00  0.00000000E+00  2.71547118E-02
  3.53000000E+00  0.00000000E+00  2.53487921E-02
  3.61000000E+00  0.00000000E+00  2.36734827E-02
  3.69000000E+00  0.00000000E+00  2.21183001E-02
  3.77000000E+00  0.00000000E+00  2.06737096E-02
  3.85000000E+00  0.00000000E+00  1.93310283E-02
  3.93000000E+00  0.00000000E+00  1.80823384E-02
  4.01000000E+00  0.00000000E+00  1.69204112E-02
  4.09000000E+00  0.00000000E+00  1.58386392E-02
  4.17000000E+00  0.00000000E+00  1.48309756E-02
  4.25000000E+00  0.00000000E+00  1.38918813E-02
  4.33000000E+00  0.00000000E+00  1.30162763E-02
  4.41000000E+00  0.00000000E+00  1.21994976E-02
  4.49000000E+00  0.00000000E+00  1.14372602E-02
  4.57000000E+00  0.00000000E+00  1.07256237E-02
  4.65000000E+00  0.00000000E+00  1.00609604E-02
  4.73000000E+00  0.00000000E+00  9.43992836E-03
  4.81000000E+00  0.00000000E+00  8.85944606E-03
  4.89000000E+00  0.00000000E+00  8.31666992E-03
  4.97000000E+00  0.00000000E+00  7.80897399E-03
  5.05000000E+00  0.00000000E+00  7.33393145E-03
  5.13000000E+00  0.00000000E+00  6.88929801E-03
  5.21000000E+00  0.00000000E+00  6.47299675E-03
  5.29000000E+00  0.00000000E+00  6.08310439E-03
  5.37000000E+00  0.00000000E+00  5.71783880E-03
  5.45000000E+00  0.00000000E+00  5.37554767E-03
  5.53000000E+00  0.00000000E+00  5.05469815E-03
  5.61000000E+00  0.00000000E+00  4.75386739E-03
  5.69000000E+00  0.00000000E+00  4.47173399E-03
  5.77000000E+00  0.00000000E+00  4.20707006E-03
  5.85000000E+00  0.00000000E+00  3.95873406E-03
  5.93000000E+00  0.00000000E+00  3.72566423E-03
  6.01000000E+00  0.00000000E+00  3.50687250E-03
  6.09000000E+00  0.00000000E+00  3.30143900E-03
  6.17000000E+00  0.00000000E+00  3.10850694E-03
  6.25000000E+00  0.00000000E+00  2.92727798E-03
  6.33000000E+00  0.00000000E+00  2.75700791E-03
  6.41000000E+00  0.00000000E+00  2.59700272E-03
  6.49000000E+00  0.00000000E+00  2.44661495E-03
  6.57000000E+00  0.00000000E+00  2.30524035E-03
  6.65000000E+00  0.00000000E+00  2.17231479E-03
  6.73000000E+00  0.00000000E+00  2.04731140E-03
  6.81000000E+00  0.00000000E+00  1.92973798E-03
  6.89000000E+00  0.00000000E+00  1.81913451E-03
  6.97000000E+00  0.00000000E+00  1.71507095E-03
  7.05000000E+00  0.00000000E+00  1.61714516E-03
  7.13000000E+00  0.00000000E+00  1.52498094E-03
  7.21000000E+00  0.00000000E+00  1.43822630E-03
  7.29000000E+00  0.00000000E+00  1.35655178E-03
  7.37000000E+00  0.00000000E+00  1.27964893E-03
  7.45000000E+00  0.00000000E+00  1.20722889E-03
  7.53000000E+00  0.00000000E+00  1.13902107E-03
  7.61000000E+00  0.00000000E+00  1.07477196E-03
  7.69000000E+00  0.00000000E+00  1.01424394E-03
  7.77000000E+00  0.00000000E+00  9.57214298E-04
  7.85000000E+00  0.00000000E+00  9.03474174E-04
  7.93000000E+00  0.00000000E+00  8.52827706E-04
  8.01000000E+00  0.00000000E+00  8.05091161E-04
  8.09000000E+00  0.00000000E+00  7.60092146E-04
  8.17000000E+00  0.00000000E+00  7.17668878E-04
  8.25000000E+00  0.00000000E+00  6.77669499E-04
  8.33000000E+00  0.00000000E+00  6.39951436E-04
  8.41000000E+00  0.00000000E+00  6.04380810E-04
  8.49000000E+00  0.00000000E+00  5.70831883E-04
  8.57000000E+00  0.00000000E+00  5.39186536E-04
  8.65000000E+00  0.00000000E+00  5.09333793E-04
  8.73000000E+00  0.00000000E+00  4.81169367E-04
  8.81000000E+00  0.00000000E+00  4.54595240E-04
  8.89000000E+00  0.00000000E+00  4.29519273E-04
  8.97000000E+00  0.00000000E+00  4.05854836E-04
  9.05000000E+00  0.00000000E+00  3.83520470E-04
  9.13000000E+00  0.00000000E+00  3.62439560E-04
  9.21000000E+00  0.00000000E+00  3.42540041E-04
  9.29000000E+00  0.00000000E+00  3.23754118E-04
  9.37000000E+00  0.00000000E+00  3.06017998E-04
  9.45000000E+00  0.00000000E+00  2.89271652E-04
  9.53000000E+00  0.00000000E+00  2.73458579E-04
  9.61000000E+00  0.00000000E+00  2.58525596E-04
  9.69000000E+00  0.00000000E+00  2.44422634E-04
  9.77000000E+00  0.00000000E+00  2.31102550E-04
  9.85000000E+00  0.00000000E+00  2.18520951E-04
  9.93000000E+00  0.00000000E+00  2.06636026E-04
  1.00100000E+01  0.00000000E+00  1.95408395E-04
  1.00900000E+01  0.00000000E+00  1.84800959E-04
  1.01700000E+01  0.00000000E+00  1.74778767E-04
  1.02500000E+01  0.00000000E+00  1.65308884E-04
  1.03300000E+01  0.00000000E+00  1.56360276E-04
  1.04100000E+01  0.00000000E+00  1.47903694E-04
  1.04900000E+01  0.00000000E+00  1.39911568E-04
  1.05700000E+01  0.00000000E+00  1.32357909E-04
  1.06500000E+01  0.00000000E+00  1.25218217E-04
  1.07300000E+01  0.00000000E+00  1.18469389E-04
  1.08100000E+01  0.00000000E+00  1.12089644E-04
  1.08900000E+01  0.00000000E+00  1.06058437E-04
  1.09700000E+01  0.00000000E+00  1.00356395E-04
  1.10500000E+01  0.00000000E+00  9.49652415E-05
  1.11300000E+01  0.00000000E+00  8.98677382E-05
  1.12100000E+01  0.00000000E+00  8.50476217E-05
  1.12900000E+01  0.00000000E+00  8.04895475E-05
  1.13700000E+01  0.00000000E+00  7.61790370E-05
  1.14500000E+01  0.00000000E+00  7.21024275E-05
  1.15300000E+01  0.00000000E+00  6.82468249E-05
  1.16100000E+01  0.00000000E+00  6.46000595E-05
  1.16900000E+01  0.00000000E+00  6.11506447E-05
  1.17700000E+01  0.00000000E+00  5.78877371E-05
  1.18500000E+01  0.00000000E+00  5.48011004E-05
  1.19300000E+01  0.00000000E+00  5.18810700E-05
  1.20100000E+01  0.00000000E+00  4.91185209E-05
  1.20900000E+01  0.00000000E+00  4.65048367E-05
  1.21700000E+01  0.00000000E+00  4.40318805E-05
  1.22500000E+01  0.00000000E+00  4.16919680E-05
  1.23300000E+01  0.00000000E+00  3.94778414E-05
  1.24100000E+01  0.00000000E+00  3.73826456E-05
  1.24900000E+01  0.00000000E+00  3.53999053E-05
  1.25700000E+01  0.00000000E+00  3.35235035E-05
  1.26500000E+01  0.00000000E+00  3.17476610E-05
  1.27300000E+01  0.00000000E+00  3.00669181E-05
  1.28100000E+01  0.00000000E+00  2.84761159E-05
  1.28900000E+01  0.00000000E+00  2.69703797E-05
  1.29700000E+01  0.00000000E+00  2.55451032E-05
  1.30500000E+01  0.00000000E+00  2.41959332E-05
  1.31300000E+01  0.00000000E+00  2.29187555E-05
  1.32100000E+01  0.00000000E+00  2.17096816E-05
  1.32900000E+01  0.00000000E+00  2.05650361E-05
  1.33700000E+01  0.00000000E+00  1.94813448E-05
  1.34500000E+01  0.00000000E+00  1.84553235E-05
  1.35300000E+01  0.00000000E+00  1.74838675E-05
  1.36100000E+01  0.00000000E+00  1.65640413E-05
  1.36900000E+01  0.00000000E+00  1.56930698E-05
  1.37700000E+01  0.00000000E+00  1.48683289E-05
  1.38500000E+01  0.00000000E+00  1.40873374E-05
  1.39300000E+01  0.00000000E+00  1.33477489E-05
  1.40100000E+01  0.00000000E+00  1.26473446E-05
  1.40900000E+01  0.00000000E+00  1.19840261E-05
  1.41700000E+01  0.00000000E+00  1.13558088E-05
  1.42500000E+01  0.00000000E+00  1.07608156E-05
  1.43300000E+01  0.00000000E+00  1.01972712E-05
  1.44100000E+01  0.00000000E+00  9.66349608E-06
  1.44900000E+01  0.00000000E+00  9.15790168E-06
  1.45700000E+01  0.00000000E+00  8.67898515E-06
  1.46500000E+01  0.00000000E+00  8.22532474E-06
  1.47300000E+01  0.00000000E+00  7.79557540E-06
  1.48100000E+01  0.00000000E+00  7.38846449E-06
  1.48900000E+01  0.00000000E+00  7.00278792E-06
  1.49700000E+01  0.00000000E+00  6.63740635E-06
  1.50500000E+01  0.00000000E+00  6.29124169E-06
  1.51300000E+01  0.00000000E+00  5.96327375E-06
  1.52100000E+01  0.00000000E+00  5.65253708E-06
  1.52900000E+01  0.00000000E+00  5.35811804E-06
  1.53700000E+01  0.00000000E+00  5.07915191E-06
  1.54500000E+01  0.00000000E+00  4.81482033E-06
  1.55300000E+01  0.00000000E+00  4.56434868E-06
  1.56100000E+01  0.00000000E+00  4.32700381E-06
  1.56900000E+01  0.00000000E+00  4.10209173E-06
  1.57700000E+01  0.00000000E+00  3.88895550E-06
  1.58500000E+01  0.00000000E+00  3.68697327E-06
  1.59300000E+01  0.00000000E+00  3.49555632E-06
  1.60100000E+01  0.00000000E+00  3.31414735E-06
  1.60900000E+01  0.00000000E+00  3.14221869E-06
  1.61700000E+01  0.00000000E+00  2.97927080E-06
  1.62500000E+01  0.00000000E+00  2.82483069E-06
  1.63300000E+01  0.00000000E+00  2.67845053E-06
  1.64100000E+01  0.00000000E+00  2.53970626E-06
  1.64900000E+01  0.00000000E+00  2.40819635E-06
  1.65700000E+01  0.00000000E+00  2.28354058E-06
  1.66500000E+01  0.00000000E+00  2.16537889E-06
  1.67300000E+01  0.00000000E+00  2.05337028E-06
  1.68100000E+01  0.00000000E+00  1.94719184E-06
  1.68900000E+01  0.00000000E+00  1.84653774E-06
  1.69700000E+01  0.00000000E+00  1.75111834E-06
  1.70500000E+01  0.00000000E+00  1.66065929E-06
  1.71300000E+01  0.00000000E+00  1.57490077E-06
  1.72100000E+01  0.00000000E+00  1.49359665E-06
  1.72900000E+01  0.00000000E+00  1.41651381E-06
  1.73700000E+01  0.00000000E+00  1.34343143E-06
  1.74500000E+01  0.00000000E+00  1.27414033E-06
  1.75300000E+01  0.00000000E+00  1.20844234E-06
  1.76100000E+01  0.00000000E+00  1.14614973E-06
  1.76900000E+01  0.00000000E+00  1.08708467E-06
  1.77700000E+01  0.00000000E+00  1.03107868E-06
  1.78500000E+01  0.00000000E+00  9.77972115E-07
  1.79300000E+01  0.00000000E+00  9.27613745E-07
  1.80100000E+01  0.00000000E+00  8.79860276E-07
  1.80900000E+01  0.00000000E+00  8.34575934E-07
  1.81700000E+01  0.00000000E+00  7.91632070E-07
  1.82500000E+01  0.00000000E+00  7.50906785E-07
  1.83300000E+01  0.00000000E+00  7.12284563E-07
  1.84100000E+01  0.00000000E+00  6.75655945E-07
  1.84900000E+01  0.00000000E+00  6.40917199E-07
  1.85700000E+01  0.00000000E+00  6.07970024E-07
  1.86500000E+01  0.00000000E+00  5.76721260E-07
  1.87300000E+01  0.00000000E+00  5.47082614E-07
  1.88100000E+01  0.00000000E+00  5.18970410E-07
  1.88900000E+01  0.00000000E+00  4.92305339E-07
  1.89700000E+01  0.00000000E+00  4.67012231E-07
  1.90500000E+01  0.00000000E+00  4.43019837E-07
  1.91300000E+01  0.00000000E+00  4.20260623E-07
  1.92100000E+01  0.00000000E+00  3.98670574E-07
  1.92900000E+01  0.00000000E+00  3.78189005E-07
  1.93700000E+01  0.00000000E+00  3.58758393E-07
  1.94500000E+01  0.00000000E+00  3.40324204E-07
  1.95300000E+01  0.00000000E+00  3.22834738E-07
  1.96100000E+01  0.00000000E+00  3.06240982E-07
  1.96900000E+01  0.00000000E+00  2.90496467E-07
  1.97700000E+01  0.00000000E+00  2.75557132E-07
  1.98500000E+01  0.00000000E+00  2.61381203E-07
  1.99300000E+01  0.00000000E+00  2.47929066E-07
