  1.00000000E-02  1.00000000E+00  5.92773957E-01  3.70000000E-01
  1.10000000E-01  1.00079983E+00  5.93225438E-01  3.69342473E-01
  2.10000000E-01  1.00290642E+00  5.94435004E-01  3.67569629E-01
  3.10000000E-01  1.00629662E+00  5.96389172E-01  3.64708818E-01
  4.10000000E-01  1.01092395E+00  5.99071377E-01  3.60789635E-01
  5.10000000E-01  1.01672404E+00  6.02458948E-01  3.55852164E-01
  6.10000000E-01  1.02361496E+00  6.06523246E-01  3.49946569E-01
  7.10000000E-01  1.03149774E+00  6.11229907E-01  3.43132383E-01
  8.10000000E-01  1.04025725E+00  6.16539191E-01  3.35477615E-01
  9.10000000E-01  1.04976354E+00  6.22406420E-01  3.27057702E-01
  1.01000000E+00  1.05987366E+00  6.28782530E-01  3.17954312E-01
  1.11000000E+00  1.07043421E+00  6.35614727E-01  3.08254015E-01
  1.21000000E+00  1.08128444E+00  6.42847254E-01  2.98046840E-01
  1.31000000E+00  1.09225992E+00  6.50422255E-01  2.87424762E-01
  1.41000000E+00  1.10319670E+00  6.58280706E-01  2.76480136E-01
  1.51000000E+00  1.11393570E+00  6.66363401E-01  2.65304143E-01
  1.61000000E+00  1.12432714E+00  6.74611944E-01  2.53985289E-01
  1.71000000E+00  1.13423468E+00  6.82969716E-01  2.42608004E-01
  1.81000000E+00  1.14353901E+00  6.91382763E-01  2.31251405E-01
  1.91000000E+00  1.15214071E+00  6.99800595E-01  2.19988256E-01
  2.01000000E+00  1.15996210E+00  7.08176831E-01  2.08884156E-01
  2.11000000E+00  1.16694802E+00  7.16469690E-01  1.97996987E-01
  2.21000000E+00  1.17306558E+00  7.24642320E-01  1.87376610E-01
  2.31000000E+00  1.17830299E+00  7.32662945E-01  1.77064808E-01
  2.41000000E+00  1.18266752E+00  7.40504861E-01  1.67095460E-01
  2.51000000E+00  1.18618300E+00  7.48146292E-01  1.57494895E-01
  2.61000000E+00  1.18888688E+00  7.55570129E-01  1.48282406E-01
  2.71000000E+00  1.19082718E+00  7.62763582E-01  1.39470866E-01
  2.81000000E+00  1.19205963E+00  7.69717771E-01  1.31067419E-01
  2.91000000E+00  1.19264481E+00  7.76427285E-01  1.23074203E-01
  3.01000000E+00  1.19264582E+00  7.82889730E-01  1.15489071E-01
  3.11000000E+00  1.19212620E+00  7.89105280E-01  1.08306294E-01
  3.21000000E+00  1.19114827E+00  7.95076254E-01  1.01517213E-01
  3.31000000E+00  1.18977189E+00  8.00806721E-01  9.51108437E-02
  3.41000000E+00  1.18805350E+00  8.06302143E-01  8.90744108E-02
  3.51000000E+00  1.18604555E+00  8.11569059E-01  8.33938246E-02
  3.61000000E+00  1.18379610E+00  8.16614810E-01  7.80540867E-02
  3.71000000E+00  1.18134875E+00  8.21447304E-01  7.30396357E-02
  3.81000000E+00  1.17874256E+00  8.26074813E-01  6.83346352E-02
  3.91000000E+00  1.17601226E+00  8.30505814E-01  6.39232091E-02
  4.01000000E+00  1.17318844E+00  8.34748850E-01  5.97896311E-02
  4.11000000E+00  1.17029783E+00  8.38812426E-01  5.59184738E-02
  4.21000000E+00  1.16736358E+00  8.42704920E-01  5.22947233E-02
  4.31000000E+00  1.16440564E+00  8.46434522E-01  4.89038643E-02
  4.41000000E+00  1.16144101E+00  8.50009180E-01  4.57319411E-02
  4.51000000E+00  1.15848411E+00  8.53436570E-01  4.27655986E-02
  4.61000000E+00  1.15554701E+00  8.56724070E-01  3.99921064E-02
  4.71000000E+00  1.15263978E+00  8.59878742E-01  3.73993703E-02
  4.81000000E+00  1.14977067E+00  8.62907330E-01  3.49759331E-02
  4.91000000E+00  1.14694639E+00  8.65816250E-01  3.27109673E-02
  5.01000000E+00  1.14417230E+00  8.68611602E-01  3.05942619E-02
  5.11000000E+00  1.14145260E+00  8.71299167E-01  2.86162040E-02
  5.21000000E+00  1.13879049E+00  8.73884421E-01  2.67677578E-02
  5.31000000E+00  1.13618829E+00  8.76372544E-01  2.50404406E-02
  5.41000000E+00  1.13364763E+00  8.78768429E-01  2.34262978E-02
  5.51000000E+00  1.13116952E+00  8.81076697E-01  2.19178772E-02
  5.61000000E+00  1.12875443E+00  8.83301710E-01  2.05082023E-02
  5.71000000E+00  1.12640243E+00  8.85447580E-01  1.91907469E-02
  5.81000000E+00  1.12411320E+00  8.87518188E-01  1.79594092E-02
  5.91000000E+00  1.12188616E+00  8.89517192E-01  1.68084868E-02
  6.01000000E+00  1.11972046E+00  8.91448041E-01  1.57326528E-02
  6.11000000E+00  1.11761508E+00  8.93313988E-01  1.47269325E-02
  6.21000000E+00  1.11556882E+00  8.95118098E-01  1.37866818E-02
  6.31000000E+00  1.11358039E+00  8.96863263E-01  1.29075655E-02
  6.41000000E+00  1.11164838E+00  8.98552213E-01  1.20855377E-02
  6.51000000E+00  1.10977135E+00  9.00187522E-01  1.13168232E-02
  6.61000000E+00  1.10794777E+00  9.01771618E-01  1.05978991E-02
  6.71000000E+00  1.10617613E+00  9.03306797E-01  9.92547877E-03
